/* DATA DESCRIPTION:
	MALASPINA_LEG8_016-1 (station: 016) * LATITUDE: 26.663000 * LONGITUDE: -16.779700 * DATE/TIME: 2011-01-30T07:39:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
	MALASPINA_LEG8_020-1 (station: 020) * LATITUDE: 26.183700 * LONGITUDE: -18.270300 * DATE/TIME: 2011-01-31T09:07:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
	MALASPINA_LEG8_024-1 (station: 024) * LATITUDE: 25.625700 * LONGITUDE: -20.009200 * DATE/TIME: 2011-02-01T08:57:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
	MALASPINA_LEG8_027-1 (station: 027) * LATITUDE: 25.156300 * LONGITUDE: -21.456500 * DATE/TIME: 2011-02-02T12:17:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
	MALASPINA_LEG8_030-1 (station: 030) * LATITUDE: 24.661200 * LONGITUDE: -22.976300 * DATE/TIME: 2011-02-03T08:38:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
	MALASPINA_LEG8_033-1 (station: 033) * LATITUDE: 24.501200 * LONGITUDE: -24.708000 * DATE/TIME: 2011-02-04T06:11:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
	MALASPINA_LEG8_037-1 (station: 037) * LATITUDE: 24.501200 * LONGITUDE: -27.149700 * DATE/TIME: 2011-02-05T12:41:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
	MALASPINA_LEG8_039-1 (station: 039) * LATITUDE: 24.501000 * LONGITUDE: -28.371800 * DATE/TIME: 2011-02-06T12:50:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
	MALASPINA_LEG8_040-1 (station: 040) * LATITUDE: 24.499000 * LONGITUDE: -28.984300 * DATE/TIME: 2011-02-07T06:33:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
	MALASPINA_LEG8_043-1 (station: 043) * LATITUDE: 24.499200 * LONGITUDE: -30.818300 * DATE/TIME: 2011-02-08T06:21:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
	MALASPINA_LEG8_045-1 (station: 045) * LATITUDE: 24.501000 * LONGITUDE: -32.040300 * DATE/TIME: 2011-02-09T07:19:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
	MALASPINA_LEG8_048-1 (station: 048) * LATITUDE: 24.500800 * LONGITUDE: -33.872700 * DATE/TIME: 2011-02-10T07:20:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
	MALASPINA_LEG8_052-1 (station: 052) * LATITUDE: 24.499800 * LONGITUDE: -34.719500 * DATE/TIME: 2011-02-11T11:28:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
	MALASPINA_LEG8_055-1 (station: 055) * LATITUDE: 24.501700 * LONGITUDE: -37.107800 * DATE/TIME: 2011-02-12T07:50:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
	MALASPINA_LEG8_059-1 (station: 059) * LATITUDE: 24.499800 * LONGITUDE: -38.953700 * DATE/TIME: 2011-02-13T11:48:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
	MALASPINA_LEG8_061-1 (station: 061-1) * LATITUDE: 24.502200 * LONGITUDE: -39.876000 * DATE/TIME: 2011-02-14T03:29:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
	MALASPINA_LEG8_064-1 (station: 064) * LATITUDE: 24.499800 * LONGITUDE: -41.263300 * DATE/TIME: 2011-02-15T07:28:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
	MALASPINA_LEG8_068-1 (station: 068) * LATITUDE: 24.500200 * LONGITUDE: -43.109700 * DATE/TIME: 2011-02-16T08:17:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
	MALASPINA_LEG8_071-1 (station: 071-1) * LATITUDE: 24.499800 * LONGITUDE: -44.495300 * DATE/TIME: 2011-02-17T02:08:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
	MALASPINA_LEG8_075-1 (station: 075) * LATITUDE: 24.500000 * LONGITUDE: -46.343700 * DATE/TIME: 2011-02-18T08:55:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
	MALASPINA_LEG8_078-1 (station: 078-1) * LATITUDE: 24.500700 * LONGITUDE: -47.727800 * DATE/TIME: 2011-02-19T03:15:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
	MALASPINA_LEG8_082-1 (station: 082) * LATITUDE: 24.500000 * LONGITUDE: -49.575500 * DATE/TIME: 2011-02-20T11:57:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
	MALASPINA_LEG8_085-1 (station: 085) * LATITUDE: 24.500200 * LONGITUDE: -50.961200 * DATE/TIME: 2011-02-21T08:53:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
	MALASPINA_LEG8_088-1 (station: 088) * LATITUDE: 24.500000 * LONGITUDE: -52.346700 * DATE/TIME: 2011-02-22T08:35:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
	MALASPINA_LEG8_091-1 (station: 091) * LATITUDE: 24.486500 * LONGITUDE: -54.034200 * DATE/TIME: 2011-02-23T08:13:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
	MALASPINA_LEG8_094-1 (station: 094) * LATITUDE: 24.500500 * LONGITUDE: -55.874300 * DATE/TIME: 2011-02-24T08:32:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
	MALASPINA_LEG8_097-1 (station: 097) * LATITUDE: 24.500800 * LONGITUDE: -57.715700 * DATE/TIME: 2011-02-25T07:43:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
	MALASPINA_LEG8_100-1 (station: 100) * LATITUDE: 24.500000 * LONGITUDE: -59.553000 * DATE/TIME: 2011-02-26T07:20:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
	MALASPINA_LEG8_104-1 (station: 104) * LATITUDE: 24.501200 * LONGITUDE: -62.004700 * DATE/TIME: 2011-02-27T15:39:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
	MALASPINA_LEG8_107-1 (station: 107) * LATITUDE: 24.501500 * LONGITUDE: -63.843000 * DATE/TIME: 2011-02-28T15:36:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
	MALASPINA_LEG8_110-1 (station: 110) * LATITUDE: 24.500700 * LONGITUDE: -65.682000 * DATE/TIME: 2011-03-01T15:02:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
	MALASPINA_LEG8_113-1 (station: 113) * LATITUDE: 24.499700 * LONGITUDE: -67.520200 * DATE/TIME: 2011-03-02T13:25:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
	MALASPINA_LEG8_116-1 (station: 116) * LATITUDE: 24.500700 * LONGITUDE: -69.132700 * DATE/TIME: 2011-03-03T11:19:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
	MALASPINA_LEG8_120-1 (station: 120) * LATITUDE: 26.203800 * LONGITUDE: -70.322000 * DATE/TIME: 2011-03-05T07:26:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
	MALASPINA_LEG8_125-1 (station: 125) * LATITUDE: 26.203200 * LONGITUDE: -72.264700 * DATE/TIME: 2011-03-06T15:42:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
	MALASPINA_LEG8_128-1 (station: 128) * LATITUDE: 26.203500 * LONGITUDE: -73.431700 * DATE/TIME: 2011-03-07T09:40:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
	MALASPINA_LEG8_133-1 (station: 133) * LATITUDE: 26.203800 * LONGITUDE: -75.155700 * DATE/TIME: 2011-03-08T13:38:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
	MALASPINA_LEG8_137-1 (station: 137) * LATITUDE: 26.204200 * LONGITUDE: -75.862200 * DATE/TIME: 2011-03-09T08:54:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
	MALASPINA_LEG8_143-1 (station: 143) * LATITUDE: 26.203700 * LONGITUDE: -76.621800 * DATE/TIME: 2011-03-10T11:03:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
	MALASPINA_LEG8_149-1 (station: 149) * LATITUDE: 26.203000 * LONGITUDE: -76.952500 * DATE/TIME: 2011-03-11T10:40:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
	MALASPINA_LEG8_157-1 (station: 157) * LATITUDE: 27.000300 * LONGITUDE: -79.306300 * DATE/TIME: 2011-03-13T15:55:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
	MALASPINA_LEG8_161-1 (station: 161-1) * LATITUDE: 27.001200 * LONGITUDE: -79.565800 * DATE/TIME: 2011-03-13T21:33:00 * LOCATION: Subtropical North Atlantic * CAMPAIGN: MALASPINA_LEG8 * BASIS: Sarmiento de Gamboa (URI: http://www.utm.csic.es/web/index.php/en/instalaciones/sdg) * METHOD/DEVICE: Multiple opening/closing net (MSN) * COMMENT: used two different nets: microplankton net (mesh size = 40 µm, net area = 0.071 square meter); mesoplankton net (mesh size 200 µm, net area = 0.196 square meter)
Comment:	Data were collected in the framework of EURO-BASIN and MALASPINA-2010
Parameter(s):	Event label (Event)
	Date/Time of event (Date/Time)
	Latitude of event (Latitude)
	Longitude of event (Longitude)
	DEPTH, water [m] (Depth water) * GEOCODE
	Depth, top/min [m] (Depth top) * PI: Bode, Antonio (https://orcid.org/0000-0002-9535-2548, antonio.bode@ieo.csic.es)
	Depth, bottom/max [m] (Depth bot) * PI: Bode, Antonio (https://orcid.org/0000-0002-9535-2548, antonio.bode@ieo.csic.es)
	Plankton, biomass as dry weight [mg/m**3] (Plank biom) * PI: Bode, Antonio (https://orcid.org/0000-0002-9535-2548, antonio.bode@ieo.csic.es) * METHOD/DEVICE: Weighted * COMMENT: size fraction 40-200 µm; precision ± 0.001 mg
	Plankton, biomass as nitrogen [mg/m**3] (Plank N) * PI: Bode, Antonio (https://orcid.org/0000-0002-9535-2548, antonio.bode@ieo.csic.es) * METHOD/DEVICE: Element analyser CHNS-O, Carlo Erba EA1108 * COMMENT: size fraction 40-200 µm
	Plankton, biomass as carbon [mg/m**3] (Plank C) * PI: Bode, Antonio (https://orcid.org/0000-0002-9535-2548, antonio.bode@ieo.csic.es) * METHOD/DEVICE: Element analyser CHNS-O, Carlo Erba EA1108 * COMMENT: size fraction 40-200 µm
	δ15N, plankton [‰ air] (δ15N plank) * PI: Bode, Antonio (https://orcid.org/0000-0002-9535-2548, antonio.bode@ieo.csic.es) * METHOD/DEVICE: Mass spectrometer Finnigan Delta Plus * COMMENT: size fraction 40-200 µm
	δ13C, plankton [‰ PDB] (δ13C plank) * PI: Bode, Antonio (https://orcid.org/0000-0002-9535-2548, antonio.bode@ieo.csic.es) * METHOD/DEVICE: Mass spectrometer Finnigan Delta Plus * COMMENT: size fraction 40-200 µm
